Protein	i10	i11	i12	i13	i14	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i5	i53	i55	i56	i57	i58	i59	i60	i61	i62	i63	i64	i69	i7	i71	i72	i73	i74	i75	i76	i77	i78	i79	i8	i80	i85	i87	i88	i89	i9	i90	i91	i92	i93	i94	i95	i96
P61769	-0.002021027	-0.232247472	0.368828615	-0.262161409	0.013984747	-0.228316817	0.200427939	-0.407034064	0.18856991	-0.273980459	0.18856991	-0.282501564	0.257438406	-0.08434468	0.323831959	-0.552497269	0.446115622	-0.375342356	0.18856991	-0.681436509	0.377714334	-0.399691847	0.299960119	-0.552497269	0.299960119	-0.391075198	0.494469581	0.368013724	-0.262161409	0.473705454	-0.262161409	0.540099007	-0.478145194	0.05439025	-0.475773884	0.4314556	-0.254337948	0.386943155	-0.232247472	0.530614714	-0.338994809	-0.046442431	-0.486054574	0.440566827	-0.465092158	0.570994085	-0.478145194	-0.030944121	-0.017835777	-0.3211309	0.127420752	0.644821229	-0.478145194	0.008344218	-0.307717784	-0.263524497	0.25974634	-0.33142514	0.342213357	-0.262161409	0.672078698	-0.263524497
P61927	-0.296887402	0.644836272	-0.110436837	-0.045720848	-0.226671865	0.579658229	0.186785695	0.248570212	0.04451857	-0.057394475	0.061550321	0.238837866	0.089654147	0.376602822	-0.018508121	-0.520232177	0.432250888	0.201179973	0.0983595	0.581748833	0.127877648	-0.538476112	-0.098698247	-0.100393303	0.030667623	-0.595355449	-0.219261186	-0.074712118	-0.080421398	-0.239482738	0.260494864	0.272898632	-0.096441999	-0.2518877	0.334517151	-0.106154641	0.016552684	0.253209178	0.075172682	-0.353915657	0.102939165	-0.176299938	-0.085052652	-0.163868845	0.075150487	-0.013106621	0.550877371	-0.36223191	-0.013918072	0.135674551	0.04810625	0.084556445	0.129183034	-0.355284982	0.167895977	0.442927664	-0.415359068	-0.065478777	-0.264812234	0.459516347	-0.023136977	0.442927664
P61956	-0.927477545	0.167514172	-0.869538222	0.07455292	-0.996518615	0.345785215	0.142253365	0.363336747	0.119488001	0.380306697	0.139004349	0.566177238	0.139004349	0.403820179	-0.311697868	0.314087276	0.139004349	0.401572056	0.147827962	0.4575024	-0.992085779	0.847360102	0.142253365	0.437652795	0.142253365	0.314221329	-0.045093207	0.214700958	0.38210843	0.111285316	0.602777459	-0.040498518	0.32809068	-0.517775166	0.720409269	-0.150373731	0.400836414	0.745420631	-0.061651693	-0.165766037	0.313433432	-0.437655846	0.632981242	0.421332746	0.346864837	0.125837196	0.689467975	0.30969238	-0.916375799	-0.811707394	0.077413077	-0.600220635	0.340045392	0.172508105	-0.133184924	-0.150742446	-0.561963666	0.750478297	-0.589131844	0.48588316	-0.106622578	0.433432806
P61978	-0.229404056	0.290550008	0.147612588	0.102546646	-0.575898521	0.358569544	0.111738265	-0.261532227	0.307849542	0.446352685	0.118581995	0.017227496	0.182363253	-0.13987928	0.393744448	0.215741739	0.009492146	0.111778811	-0.13650839	0.187719236	-0.322426653	-0.279881548	-0.148105441	-0.516194223	-0.042760499	0.484966492	-0.100338924	0.157301244	0.12593143	-0.070523721	0.324066092	0.251535278	0.067936172	-0.051164656	-0.288597928	0.011062727	-0.088544507	0.086906351	0.069539311	0.03948265	0.009335904	-0.238947498	-0.113146293	-0.085271801	-0.091444903	-0.004094098	-0.279838291	0.026100446	-0.561504787	0.111961904	0.079716429	-0.03875125	-0.070833395	0.536642326	-0.302041069	-0.033494748	0.169336012	-0.268071008	0.034859289	0.076878516	-0.191394974	-0.134832285
P61981	0.085995449	0.002759637	0.139953064	0.178290316	-0.110409688	-0.002190408	-0.111897247	0.035446537	0.557687992	0.00067378	0.377627598	0.039132236	0.213836066	-0.087470228	0.549753728	-0.007387787	-0.253119201	-0.346850274	-0.020259876	0.249073575	0.222323121	-0.09274021	-0.183945392	-0.081734549	0.128356304	0.016644304	0.441132487	-0.032798224	-0.177524539	-0.090019513	-0.307227174	-0.366105491	-0.069989058	0.296973256	-0.422753165	-0.091917317	-0.062848743	-0.128842501	0.05969303	0.014691955	-0.164488054	0.167636545	0.083720819	0.379235367	0.070002626	0.350230718	0.064364783	0.042256991	0.165682228	0.464430706	-0.152159989	-0.449032925	-0.044957302	-0.649345028	-0.157583044	-0.101732535	0.116942858	-0.264625855	-0.391710592	-0.027169499	0.161029782	-0.224742445
P62081	-0.685477077	-1.233218945	-0.627719953	0.122825044	-0.552734778	-0.162590534	-0.165105655	-1.077400284	-0.714708895	-0.596953336	-0.314719706	-0.611315919	-1.110641397	0.226899154	-0.894355054	-0.191460002	-0.469229605	-0.541852507	-0.614343189	-0.443149559	-0.407314304	-0.819962068	-0.593542351	-0.96139708	-0.676903467	-0.678196353	0.332052676	0.152590429	0.218313923	0.23675066	0.133320901	-0.50646071	-0.48872405	-0.324066061	0.508845705	0.188578338	-0.077327855	0.327378986	-0.353905308	0.316999183	-0.230457591	0.892811097	0.624505478	0.272767316	-0.08886792	0.358174333	-0.7075519	1.645720715	-0.644948004	0.918550838	1.310470004	0.819373726	1.122494173	1.462904286	-0.488372846	1.328434557	0.650154752	0.708252425	0.245406517	1.003668947	1.589640137	0.709370008
P62191	0.028981844	-0.027510077	0.198217088	-0.180465316	0.068765417	-0.320353204	-0.110046429	0.004525801	-0.183313965	0.075429855	-0.183313965	-0.052658785	-0.037391671	-0.082138221	0.128692186	0.149502666	0.070197967	0.091752415	-0.006436425	0.098099268	0.121469966	-0.177951834	-0.006436425	0.111996734	-0.068318946	-0.115743472	-0.235654731	-0.143614649	-0.180465316	-0.006436425	-0.136511131	-0.006436425	0.235859822	-0.272944722	-0.195183851	-0.302053922	-0.081846961	-0.372147846	-0.027510077	-0.764921392	-0.479022187	-0.182077334	-0.262695788	0.850767805	0.173195303	0.099440949	0.035975193	-0.286064524	0.20929884	0.818848912	-0.308104063	-0.341396976	0.164043779	0.078793181	-0.010367602	-0.113882839	0.335143246	0.113326744	0.056242854	-0.180465316	-0.216106556	-0.113882839
P62195	0.079693908	-0.119687744	-0.307451977	-0.069422925	0.080645537	-0.026962826	-0.097801411	-0.151192467	-0.436921316	-0.022300106	-0.436921316	-0.026962857	-0.331580061	-0.078503472	-0.211585595	0.239405529	-0.308067166	0.056030042	-0.436921316	0.24423194	-0.072048463	-0.150071901	-0.412793232	0.239405529	-0.412793232	0.039674766	-0.055685019	-0.070202107	-0.069422925	-0.305439039	-0.069422925	-0.185444573	-0.116845216	0.121066686	-0.083364051	-0.49882117	-0.08701324	0.069728399	-0.119687744	-0.197261813	-0.004101249	0.184197024	-0.150790807	0.129547248	-0.020884772	-0.118290599	-0.116845216	0.173689673	0.170010251	-0.08559984	0.143179817	0.026879357	-0.116845216	-0.038614434	-0.082262734	-0.041526259	0.067146054	-0.027170408	-0.134239912	-0.069422925	-0.034028053	-0.041526259
P62241	-0.334852646	0.042485848	-0.27267674	0.192034187	-0.210751497	0.375134399	0.002949975	-0.132551664	-0.38276799	0.168252592	-0.370498541	0.081287354	-0.043813235	-0.143253638	-0.181990202	-0.087379907	0.034340951	-0.086786612	-0.271337388	0.116699858	-0.226624221	-0.116359273	-0.335329194	0.248563884	-0.040860918	-0.405771952	0.071914107	0.042868155	0.007794112	0.269106614	0.052520113	-0.08522661	-0.158442569	0.058093071	0.573016692	-0.128563675	-0.039126154	-0.240201633	-0.022962206	0.088542888	0.048956107	0.127030973	0.179254977	-0.06173401	-0.059153129	0.444111218	0.640872902	0.292443865	-0.042486684	0.34094544	-0.224245567	0.213259909	-0.052706503	0.299098269	-0.251447374	0.11025943	-0.255849019	0.103724969	-0.255720106	0.424500934	-0.284522168	0.155929231
P62244	-0.420597448	0.621654836	-0.068798189	0.717081915	-0.412256514	0.653772333	0.201752481	-0.407078559	-0.864789696	-0.581012596	-1.238575148	0.265833975	-0.212537706	0.492114088	-0.641404438	0.050377011	0.006594014	0.417388537	-0.021404233	0.536169615	-0.25981876	-0.408563797	0.478068703	0.238589008	-0.63782317	0.393379862	-0.709942586	0.227914666	0.018461009	0.007207026	0.395949426	-0.820866956	-0.116832868	-0.86051643	0.075407496	-0.119456919	-0.399665122	-0.34698136	0.621654836	1.265070446	0.241154867	0.703766	-0.359639824	0.257583661	0.996687972	0.590451379	0.202507209	0.320216099	0.213457718	0.545747921	0.296326447	0.136924117	0.287143549	0.370283667	-0.116535345	-0.335826704	0.19683293	-0.009048626	-0.526442777	-0.07702509	-0.384367204	-0.13667508
P62249	0.238627823	0.184151838	-0.054392136	0.331848412	-0.384407129	0.034094355	0.220271412	0.035200265	0.634660482	-0.157476472	-0.439671995	0.126407112	0.373463783	0.020249393	-0.297639787	-0.114838912	0.139578829	-0.420939638	-0.378358618	-0.1853902	-0.569557244	-0.071364353	-0.249921814	-0.020823912	-0.060862464	0.206819147	0.281570876	-0.16080062	0.020732629	0.088600706	0.39433368	-0.20329306	-0.152118481	0.079894058	0.265839866	-0.020450358	-0.152374658	-0.25517532	-0.033871603	-0.161481359	0.037426324	-0.180758505	-0.10845114	0.295006763	0.017988357	0.135323101	-0.000456833	0.025661953	0.274947849	0.247390795	-0.049729798	0.256243003	-0.010242795	-0.120408086	-0.466070707	0.167180541	-0.349914273	0.534967883	0.631960026	-0.233791891	-0.344713399	0.109306295
P62258	-0.171091547	0.37138559	-0.374053659	0.139146245	-0.279967314	0.398565528	0.35149935	0.106138756	-0.591578554	0.521333753	-0.436302871	-0.071754565	-0.146734728	0.140160432	-0.462320023	0.370804778	-0.603519208	0.460756343	0.191264461	-0.045267602	-0.50937928	0.230701524	-0.90852419	0.000363737	-0.223607854	0.357140299	0.114728468	0.235312806	0.329950137	-0.139434565	0.150914382	-0.08161516	0.674956465	-0.067006389	-0.109631065	-0.170319565	0.166284634	0.365371187	-0.074956469	0.106896191	0.182793297	-0.425039355	0.33193584	-0.361053235	-0.145225792	-0.506962513	-0.280066368	0.485712903	-0.010056884	-0.353688308	-0.002337838	0.239751659	0.262970959	-0.08189056	-0.67725218	0.093240088	-0.151849392	0.403991861	0.063218105	0.299542465	-0.131814473	0.447469259
P62263	-0.110651106	0.321899434	0.011119341	0.176595523	-0.050153344	-0.012211197	0.072612132	-0.249930921	0.035721526	-0.61945929	-0.566365858	0.362095751	-0.05442998	-0.263779517	-0.359686375	-0.495737981	-0.012708293	0.035884885	0.125661991	-0.099294843	-0.544872214	0.026592351	0.1043494	0.37730519	0.004687222	0.615542516	-0.506052363	0.218120919	0.438480888	0.084232064	0.302308467	-0.440976944	-0.401884838	0.129770439	0.406670987	0.122015435	-0.38938369	-0.177941398	0.388856176	-0.037722483	0.179623672	-0.272219627	0.215448421	0.262304348	0.024317217	-0.907674665	0.237483568	-0.304538949	-0.286235265	0.000433722	0.186972927	-0.049857278	-0.158184505	0.100251103	0.073384311	0.248298597	0.557438881	0.198799991	-0.315177265	0.050497495	0.371140183	0.620213119
P62266	-0.634208824	0.98882393	0.152478395	-0.549904639	-0.588111446	0.414499205	-0.44775776	-0.14564691	0.299441999	-0.700809016	0.005005109	0.249308403	0.073833295	0.46157666	-0.764809536	0.236569204	-0.089483101	0.103057326	-0.230052539	0.026877222	-0.69475132	0.446844269	0.000831061	0.573111042	-0.166573333	-0.203665613	0.110444244	-0.552908085	-0.111769462	0.12034723	0.389554166	0.33458447	-0.267064046	0.195636323	-0.22950727	-0.731571751	-9.51E-05	-0.061046701	-0.254178655	0.270440518	0.371029547	-0.053244266	0.058745878	0.209029918	0.014553018	-0.219099492	0.373603864	0.539128183	0.049646042	-0.087645113	0.457943403	0.085564345	-0.516943452	-0.082637933	-0.417782341	0.317749011	0.26985799	0.120647693	-0.132120677	-0.043389306	0.220118311	0.435896382
P62269	-0.389171868	0.443612464	-0.148567358	0.463245424	0.096197714	-0.393748688	-0.447375702	-0.341989643	-0.444234514	-0.885355813	-0.432588149	-0.42098518	-0.440385963	-0.138131656	-0.658880126	-0.46289719	0.236471631	0.355704504	-0.501220652	0.249708247	1.186291716	-0.285336841	0.339179591	0.577573012	-0.027617692	0.157584615	0.167630541	0.443554164	0.450642171	-0.056423233	0.348084759	0.370209351	-0.00523843	-0.048710534	0.63988368	0.6067755	0.531920919	-0.157844827	0.523040373	0.019967081	-0.581437221	-0.199992996	0.352740613	0.157088021	-1.238026721	-0.213491456	-0.241360246	-0.189030403	0.049563084	-0.29554578	0.036994994	-0.336243176	-0.033097806	0.130483294	-0.106444629	0.219385229	-0.121204728	0.300082265	-0.171805993	0.22800259	0.710871653	0.021896013
P62277	-0.136349656	-0.391886791	0.224622266	-0.337279774	0.232052063	-3.58E-05	0.044574236	0.290947714	0.58585827	0.136646396	0.037119695	0.034197335	0.256983477	0.094348728	-0.155025339	-0.251332906	-0.301484296	0.106361584	-0.07744511	-0.133852254	-0.092234803	0.05040449	-0.210061342	0.36063948	-0.095067077	-0.371092125	0.080213191	0.619079566	0.524340618	0.381226949	0.266366523	0.297329933	0.404222887	-0.236107234	0.70217257	0.368790949	0.402165438	-0.912587868	0.044559991	-0.385696914	-0.157446976	0.040449747	0.45417803	-0.468598136	0.052120363	-0.54723148	0.240122642	0.250755376	0.133501695	-0.003299482	-0.76858918	-0.330338565	-0.080688412	-0.221054774	0.01954167	-0.328306961	-0.374169835	-0.137009306	-0.089252656	-0.132694722	0.12488436	-0.134558468
P62280	0.368641449	0.25198409	-0.024899801	-0.117363802	-0.439116366	0.253783486	-0.082949119	-0.49962892	0.192932152	0.06986355	-1.016589082	-0.203693611	-0.551926159	0.315063081	-0.263390527	-0.138940149	0.127665512	0.017809397	0.053749847	-0.049833576	0.252590227	-0.118238017	-0.035973706	-0.043526789	0.107947819	0.538869932	0.368102058	0.072503044	0.200934163	0.0667997	-0.335263722	-0.400203903	-0.392274694	-0.303832231	-0.261312552	-0.431549713	-0.158631783	-0.613545732	0.379932474	-0.011230996	-0.034375854	-0.335289312	0.198865785	-0.172851975	0.107397364	0.795890312	-0.007219759	0.16277053	-0.004224488	0.206293966	-0.024683112	0.61765914	0.003389738	0.149755017	0.643980211	0.085662429	0.081291076	0.20386751	0.119476622	0.098641881	0.066048524	-0.132502437
P62304	-0.165955517	0.489798404	-0.706604393	0.812742403	0.400341896	0.374683541	0.778845826	0.374683541	0.257060639	0.230139353	0.683784149	0.078459452	0.689546891	0.382075868	0.510299113	-0.002532453	0.547218768	0.269466955	-0.427229665	0.270084795	-0.104215446	-0.121944012	-0.358934582	0.490120676	0.473517909	-0.113290247	-0.639011352	-0.585192891	-0.85625853	-0.864110156	-0.997319144	-0.072142289	0.440827051	0.179706957	-0.422701054	0.229031425	0.032238897	0.058013436	0.243858818	-0.004710551	-0.470573427	-0.337663384	0.547937002	-0.073301717	0.438447679	0.140534257	0.418823159	0.425128685	0.823875645	0.828757394	0.005054318	0.264214509	0.374683541	-0.163231495	-0.223808202	0.038225561	0.04282837	0.176344132	0.317285339	0.122706389	0.248527923	0.276514905
P62306	0.846192298	0.457653125	0.349284258	-0.571164425	0.365261535	-0.194693766	-0.799040143	-0.253802587	0.49419953	-0.081933877	0.195265093	-0.03638531	-0.33804725	-0.550499225	-1.018542568	-0.021074777	-0.387108242	-0.295411896	-0.28746343	0.210740403	-0.28746343	0.113111313	0.168478846	-0.332998526	-0.380443583	0.213403311	0.52024603	-0.109093037	-0.058259992	0.166195576	0.275602739	-0.05305783	0.058153775	0.258595233	0.173153774	-0.072839846	0.275602739	0.064303755	0.256501963	0.334114859	-0.124040591	-0.71854332	-0.176810077	-0.391157568	-0.280229041	0.334114859	-0.124040591	-0.307276107	0.215259071	0.025024546	-0.170132507	-0.307276107	-0.12531038	-0.307276107	0.451088969	0.046060925	-0.05305783	-0.00670856	-0.380443583	-0.12531038	-0.307276107	-0.124040591
P62308	0.586737368	-0.137669864	0.589609835	-0.332929588	0.506174611	-0.332609225	-0.044484397	-0.040649347	0.351622709	-0.234741859	0.351622709	-0.730681962	0.160771681	-0.24706509	0.441217302	-0.044513901	0.265525961	-0.370151681	0.329760206	-0.02749063	0.559355607	-0.631662229	0.118465091	-0.044513901	0.446538628	-0.327324029	0.120337572	0.052896595	-0.330818805	-0.051068977	-0.304160461	0.138742927	-0.165829982	0.537054762	-0.605003885	0.069988543	0.190224622	0.021131868	-0.222548274	0.522129199	-0.552952548	0.034818788	-0.71654064	0.054763417	-0.786026636	0.37229378	-0.759368291	0.260190008	-0.070950149	0.243281629	-0.393186755	0.261107379	0.477838501	-1.019085625	-0.025637168	0.866875847	0.011360207	-0.218096476	0.101870968	-0.645190655	-0.036621423	0.593128033
