Protein,i10,i105,i106,i107,i108,i109,i11,i110,i12,i122,i123,i124,i125,i126,i127,i13,i136,i137,i138,i139,i14,i140,i141,i15,i151,i152,i153,i154,i155,i156,i167,i168,i169,i170,i171,i172,i185,i186,i187,i188,i189,i190,i202,i203,i204,i205,i206,i207,i216,i217,i218,i219,i220,i221,i232,i233,i234,i235,i236,i237,i247,i248,i250,i251,i252,i26,i27,i28,i29,i30,i31,i41,i42,i43,i44,i45,i46,i57,i58,i59,i61,i62,i71,i72,i73,i74,i75,i76,i88,i89,i90,i91,i92,i93
Q15424,0.055054423,0.262606887,-0.058770248,-0.126892409,-0.172121065,-0.000604451,-0.756908262,0.31530753,0.112375408,0.147024048,-0.062132892,-0.28863157,0.33312077,-0.062864424,-0.030655134,-0.227438561,0.190440608,0.200152534,0.461997098,0.091860156,0.040282888,-0.099631558,-0.238409408,0.192766242,-0.121461264,0.425140907,0.352757919,0.001743957,-0.087584294,0.04393177,0.405853591,-0.163832008,0.298692305,0.051564343,0.053322791,-0.306765638,-0.015039829,0.304271455,0.304009886,0.292875837,-0.176190113,-0.029208975,0.332243767,0.085151243,-0.242474027,0.298007558,0.266602209,-0.12004084,0.054864244,0.387796219,0.162503949,0.334006953,0.334562905,-0.024721331,0.374122843,0.053444774,-0.069536954,0.479754712,-0.209047834,-0.135144062,0.031332299,0.041590544,-0.172995212,-0.178261865,0.181438824,-0.026883468,0.205556662,0.011575122,-0.188241472,-0.075558766,0.084510276,-0.295028876,0.687094156,0.198806745,-0.118596346,0.103773458,0.157235866,0.212818924,0.0126735,0.07009518,0.333091525,0.242135404,0.375229175,0.061295797,-0.203230607,0.308429006,-0.039590466,0.073740425,0.1165303,0.139231092,-0.029159435,-0.068921701,-0.197835575,-0.007019846
Q15459,-0.143926848,0.140503813,-0.352041615,0.621869787,-0.252984514,0.3277033,-0.169291838,-0.165923901,-0.133688235,0.380133569,-0.399078474,0.275902423,-0.318893919,0.385142404,0.300970057,0.110470667,0.306757782,0.321208666,0.314759215,0.281634165,0.223256883,0.276645029,0.025954605,-0.161436058,0.294096161,0.286065521,0.051346103,0.009932525,0.500205454,0.04735065,0.037924316,0.352580456,0.252176604,0.367049157,0.21738431,0.084417793,0.241698375,0.249666374,0.249404805,0.242863411,-0.182928872,0.286578397,0.063544097,0.0663126,0.392209379,-0.158058886,0.307387306,0.313809699,-0.109161756,0.121139293,-0.109963256,-0.139719941,0.093160323,0.089600687,0.008584495,0.008425467,0.078333912,-0.154285418,-0.214382796,-0.253497212,0.103230156,0.060517838,0.107604987,0.054363821,-0.119365524,0.043890627,0.060026421,-0.039507983,-0.107840285,-0.003379647,-0.148980599,0.155489352,0.061918819,0.313116796,0.144472598,0.356370344,0.188013151,0.156348179,0.155902967,-0.026867541,0.152876519,0.088564002,0.067661625,0.059660768,-0.006563919,0.224595248,-0.003587585,0.110423319,-0.084287061,-0.117950718,0.471004092,0.483285783,0.149860255,-0.326545877
Q15631,0.097424853,-0.052333468,0.015240452,0.134743415,-0.486524402,0.49818099,0.570381241,-0.215161282,0.020130991,-0.345143142,0.061483897,-0.06766316,0.474314114,0.095808031,-0.860753928,-0.065761168,-0.802907897,-0.38368358,-0.118416153,0.008334742,0.038946245,-0.204112005,0.118308676,-0.867677747,-0.207340263,0.272729488,-0.004570303,0.186121759,-0.242278058,-0.467976862,-0.18762205,-0.241707759,-0.191981152,0.3117152,0.354498755,-0.476973718,0.144103679,-0.812387588,-0.111404387,-0.024690843,-0.152659051,-0.210235991,-0.158615826,0.389945886,-0.291035288,0.178669514,-0.489191111,-0.376440625,-0.147587916,-0.262744008,-0.035542895,-0.163234888,-0.252506737,-0.430379317,-0.122482791,-0.154962073,0.046429097,-0.1392562,-0.608652411,-0.111171586,-0.131647264,-0.251147736,0.047499425,-0.233606931,-0.235647431,-0.111694233,-0.479673047,0.088074773,0.035778753,-0.379424197,-0.332938884,-0.464708824,0.108297141,0.151229571,0.025746628,-0.724726832,0.386356535,-0.006695053,0.03816655,-0.425668306,0.136355289,-0.043990356,-0.37869091,-0.196431977,0.259579345,-0.194051754,-0.402761559,-0.032508305,0.346052238,-0.399187962,0.376287927,-0.364472406,-0.065795292,-0.06641439
Q15691,-0.593034405,-0.548370163,-0.103400321,-0.331929627,-0.238597506,-0.464708429,-0.009636387,0.153924004,-0.034135573,0.121928934,-0.140385776,-0.625978878,-0.311817514,0.006398328,-0.235830144,-0.37310168,-0.238734732,-0.041751908,-0.745755519,-0.02754896,-0.270264028,0.031414097,-0.36719158,0.042189719,-0.251275911,-0.169353735,-0.475834738,0.230482998,0.080583097,-0.866199929,-0.841683227,0.062640696,-0.004618676,-0.171744628,-0.440794073,0.270378692,-0.326274944,-0.114294401,0.445345493,0.011049563,-0.269576986,-0.121123604,0.049614226,-0.616094879,0.173426197,-0.521176585,-0.423917744,-0.035048369,-0.689797662,-0.161686371,-0.565621023,-0.005421102,0.009585873,0.218854822,-0.423378986,0.003456066,-0.16141771,-0.309795807,0.161071913,-0.336215431,0.201164273,-0.318924334,-0.296803545,-0.318280081,-0.093235653,-0.493265304,-0.187762244,-0.654382441,-0.121812765,-0.241856927,0.062727999,0.223648222,-0.182229002,-0.492839474,-0.336383887,0.203495082,-0.368536801,-0.474390662,-0.474835874,-0.469749103,-0.12365012,0.075626241,0.235415836,-0.26715908,-0.751812666,-0.137188477,-0.124255504,-0.498962247,-0.514985967,0.685429765,-0.356790117,-0.420759416,0.437571772,0.492734974
Q15696,0.205945367,-0.258128497,-0.045353007,0.106420575,-0.143589785,-0.2353158,-0.005072305,-0.106994655,-0.40610353,-0.121846789,-0.222504569,0.241863376,-0.156103083,0.056924678,0.249565195,0.073211691,0.120969428,0.350379325,0.438388322,-0.228824535,0.177547287,-0.331995492,0.309274315,-0.413515979,-0.014011441,0.291595237,0.304021398,-0.22894949,0.197985457,-0.227317953,-0.071802306,-0.080029994,0.026363713,0.40976731,0.403693941,-0.092278873,0.214973257,0.260049503,0.204022359,-0.067354405,0.377103928,0.022218471,-0.044343164,0.489918952,0.428256107,0.128952206,-0.121878537,-0.019052698,-0.248863368,-0.132941912,0.31217533,-0.422616416,-0.237512361,-0.127889047,-0.416101065,-0.430795389,0.036486494,-0.355331227,0.042667743,0.605913758,0.613041899,-0.436396724,-0.254501281,-0.112060815,-0.039577281,0.211174894,-0.355931123,0.653787394,-0.521992738,-0.052289549,-0.211706807,-0.00389791,-0.192599378,-0.339978887,0.076482639,-0.02405105,-0.302212844,0.061533557,0.318337821,0.126959334,-0.624495368,0.018851151,-0.154580383,-0.258415794,0.980423564,-0.366625595,-0.266622805,-0.36885957,-0.390827266,-0.285088362,0.170610962,0.375887429,-0.470076578,0.490052737
Q15717,-0.398606865,-0.433604161,0.377287211,0.531062039,0.233354032,0.171986734,-0.175642673,0.158185008,-0.035579939,0.128949595,0.211654037,0.24306168,-1.072627744,-0.100554657,0.188705476,0.451733172,-0.289739519,0.109611257,-0.597962956,0.032620968,0.206111119,-0.168524936,0.657947524,0.220057567,-0.048121152,-0.140796422,0.114840316,-0.085972925,0.116133128,0.328293988,0.454835969,0.470088001,0.027011641,-0.734130698,-0.068609265,-0.301410361,-0.25019065,-0.873156351,-0.194223273,0.323336522,-0.228651974,-0.466569876,0.124605632,0.480943306,-0.059886476,0.144929247,0.145480095,0.290601126,0.034760742,-0.239385497,-0.266618498,-0.126285145,0.053390374,-0.124038513,-0.048244635,-0.640234023,0.0216018,-0.215847712,-0.044665799,-0.084905452,0.042281666,-0.031548389,-0.172786029,0.064632362,0.062591861,0.637131312,-0.215915249,0.072803477,0.569327213,-0.106470728,-0.105329945,-0.520417681,-0.102987197,0.237818857,0.442211456,-0.323543516,-0.336877485,-0.069442655,0.093891026,0.250884546,-0.55237885,0.110363241,-0.063648717,0.082986653,-0.425217682,-0.29459809,0.049124237,0.086751372,0.397579013,-0.650432893,0.177739094,0.424617956,0.119742398,-0.367333581
Q15758,-0.201005425,-0.167494701,-0.272931412,-0.162354863,-0.120269197,-0.2882675,-0.105993959,-0.138435307,-0.072308807,-0.346104196,-0.231878486,0.018774271,0.216284732,0.024697181,-0.161892846,-0.076212741,-0.239160246,-0.229448321,-0.374330872,-0.11900747,-0.139831115,-0.101491886,-0.128022774,-0.356055563,-0.130205731,-0.220752342,-0.393289418,0.090008154,-0.106456916,-0.033160639,-0.032187365,-0.241262695,-0.510142451,-0.216913605,-0.15914481,0.209778688,-0.286310662,-0.207462937,-0.207724506,-0.239110645,0.09907989,-0.289860634,-0.116606712,0.015377504,-0.053637001,-0.299465474,-0.343327691,-0.217885756,-0.429951852,-0.019575463,-0.041696951,-0.276360608,-0.135199516,-0.014522599,-0.18232481,-0.115653334,-0.177380463,-0.091008466,-0.103171963,-0.300963826,0.09073541,-0.320782735,-0.035371076,-0.040637729,-0.252687496,-0.177830539,-0.258013675,-0.127432713,-0.068789303,-0.128463107,-0.30264491,-0.122917503,-0.067724503,-0.109649643,-0.350739226,-0.143070643,-0.085940665,-0.029155637,-0.165746837,-0.272536668,-0.053515727,-0.280937087,-0.107764533,-0.123628171,-0.142438424,-0.108949569,-0.131835182,-0.111183543,-0.329496138,-0.188127565,-0.398413989,0.041866174,0.019405597,-0.14438768
Q15819,0.461675634,0.039025209,0.102878207,0.076298134,-0.301823702,0.762291225,-0.080440745,0.246319148,0.065330513,0.105876624,0.476653066,0.19426306,-0.793977038,0.166361882,-0.250761382,-0.064875343,-0.327380529,-0.729338109,0.987146689,-0.296721298,-0.726618388,-0.206973342,-0.1623647,0.153987795,-0.107326605,0.170607913,0.866907536,0.453846629,0.661211201,-0.351002527,0.113769681,-0.330357906,-0.725980492,-0.582639185,0.452135851,0.352110262,0.096425484,0.298237032,-0.025800888,0.081901282,-0.189193871,0.927241004,0.215933346,-0.808279414,-0.989178472,0.069968554,-0.282140428,0.337464394,-0.331676727,-0.756692895,0.066545738,0.424067244,-0.213668522,-0.406144498,0.524038736,0.259750505,-0.154091571,-0.404236198,-0.494579749,-0.721078505,0.155485099,-0.149194011,-0.20272337,-0.102099672,0.144318418,-0.650733096,0.415138779,-0.937309964,0.000316054,0.231461792,-0.119038908,-0.018602691,0.105121373,0.058004242,0.58333926,-0.257027289,-0.30007578,-0.046907685,-0.88522083,0.03401905,-0.377795698,-0.349161364,-0.221013412,0.076671022,-0.520648739,0.518372664,0.156656666,-0.591073233,-0.399470083,-0.507551676,0.455987026,-0.790098739,-0.144033377,0.213607503
Q15907,0.646846385,0.078385685,0.128247647,0.393086657,0.03716979,-0.256840269,-0.529343501,0.309156232,-0.166263761,0.262658752,-0.567501961,-0.367590887,-0.277671092,0.0935722,0.277551603,-0.250125527,0.345595791,-0.88876878,0.035036828,0.212800343,-0.500830676,-0.026649759,0.117683656,0.336880452,-0.050505163,-0.000331881,-0.272938401,0.135398532,-0.242604006,-0.227593335,-0.526596353,-0.248449733,-0.064013652,-0.209697439,0.150345087,-0.044122949,-0.352141972,-0.417731762,-0.251391497,0.313758179,0.461637028,0.028794003,-0.346811033,-0.484790164,-0.02512697,-0.145682761,0.374551786,0.269792951,-0.317249845,0.112560718,0.51416762,0.073030122,0.121173219,0.151789751,0.062597619,0.165067447,-0.095909405,0.432386064,-0.888331104,0.415607509,-0.410102472,-0.398886056,-0.276422826,-0.336536673,0.205287042,0.381660867,-0.645555822,-0.184545908,-0.315710182,0.757431072,-0.002312216,0.172373446,0.345774116,-0.344109018,0.358564088,-0.425384436,-0.402215826,0.153859527,0.227222896,-0.320214379,-0.295389757,-0.176873629,0.414649749,0.27607143,0.449730635,0.082115392,-0.221832354,0.005031872,-0.256372094,-0.107279458,0.599248519,0.006157475,-0.715006038,-0.242132081
Q16181,0.128429762,0.374096288,0.377672581,0.289114914,-0.067602182,0.308953869,0.304456626,-0.050755873,0.361123512,0.290361857,0.27312537,0.216820523,0.180344327,0.307795456,0.309574365,0.362487531,0.304060396,0.313772322,0.272432244,0.188995022,0.379938766,0.31825273,0.296757422,0.353711063,0.298007782,0.23297654,0.298090071,0.218573215,0.272808246,0.284345598,0.227615086,0.240975322,0.223255983,0.2338561,0.281345539,0.240082563,0.165521404,0.170052531,0.202204002,0.283646473,0.15469631,0.289148251,0.235285136,0.275099808,0.226997041,0.228349693,0.220562123,0.232286843,0.370448549,0.373187056,0.270113978,0.297402075,0.379359342,0.378239921,0.286668738,0.378178035,0.336920072,0.363372448,0.401409067,0.213726337,0.33347717,0.325563819,0.320509383,0.343104625,0.142436847,0.121627315,0.348282307,0.131539738,0.38816883,0.417421288,0.386805735,0.349876816,0.360612021,0.318686881,0.338860061,0.329723676,0.342395859,0.485628619,-0.212679354,0.356109043,0.355247556,0.184382791,0.362554946,0.407588493,0.131697705,0.316062512,0.351485174,0.313828538,0.202675655,0.258126845,0.310908331,0.259538568,0.301691152,0.24240471
Q16186,0.17557357,0.277143591,0.489707566,0.350269401,0.583989325,-0.054806874,0.405873697,0.175070966,-0.354005953,0.092627027,-0.15009329,0.079517834,0.210040682,-0.317035172,0.609603701,-0.151627544,0.013163763,-0.060809258,0.195165617,0.354003386,-0.0231329,-0.065476423,0.527121216,-0.431232866,-0.104662051,0.01275026,0.208641292,0.527634088,0.038600608,0.562704202,0.42494977,0.252437087,0.049025597,0.266905789,0.103223686,0.175122936,0.47523848,0.091550976,0.091289407,0.084748012,0.139172095,0.004657987,0.322143962,0.075395825,0.39706848,0.503373853,-0.085481455,-0.003989801,0.08695605,-0.306705453,0.487168972,0.071309079,-0.20376003,-0.190229684,-0.25644615,-0.474431481,-0.175999603,-0.274033673,0.017747511,0.588096689,0.219279148,-0.127203214,-0.049698181,-0.402123823,-0.404164323,0.238705951,-0.1556813,0.543823702,-0.255352771,0.018610662,-0.221631918,0.174862353,-0.201051607,-0.051682084,-0.031508904,-0.044705129,-0.391624306,0.108067173,0.257782426,-0.118420413,-0.043261702,0.102005062,-0.273743565,-0.289607203,0.344615286,-0.274928601,-0.242552079,-0.277162576,0.459683091,0.437020529,0.270995893,0.184405067,0.138514179,0.310010439
Q16527,0.042148257,-0.070169541,-0.780150425,0.211712302,0.15607614,0.160275406,0.26297578,-0.12643624,0.291392979,-0.541996271,-0.346387038,0.338535515,0.153111099,0.209576311,-0.365456299,0.015642749,-0.073240877,-0.00178442,-0.608701223,-0.041511848,0.310208233,0.186141028,-0.080543851,0.28398053,0.115559867,0.072578911,-0.54797251,0.072476939,0.135328412,0.075672764,-0.373717898,0.112685553,-0.529044311,0.127154255,0.121080885,0.13048552,0.000943959,-0.660107925,0.180994164,0.013395431,-0.039917256,0.177019676,-0.42126594,-0.422104929,0.198713078,-0.281286847,0.163621612,0.175346332,0.222672263,-0.605542814,0.222442323,0.207025292,0.039712352,0.230463635,0.295663183,0.28096886,0.30060753,0.266163273,0.087821077,0.008223315,-0.295436632,0.141494915,0.164302372,0.15903572,0.156995219,-0.021850023,0.238967436,-0.011937601,-0.070399201,0.024346755,0.2293957,0.223306171,0.234041376,0.192116236,-0.554365419,0.203153031,0.215825214,0.077317586,0.046468606,0.051555376,0.011402488,0.043154956,0.243719026,0.227855388,0.041061261,0.242533989,0.219648376,-0.505898888,-0.217775802,-0.488855943,0.186655692,0.20276794,-0.365703251,-0.378254742
